../../Dataset/VOC2007/JPEGImages/000002.jpg,138,199,206,300,train
../../Dataset/VOC2007/JPEGImages/000004.jpg,12,310,83,361,car
../../Dataset/VOC2007/JPEGImages/000004.jpg,361,329,499,388,car
../../Dataset/VOC2007/JPEGImages/000004.jpg,234,327,333,374,car
../../Dataset/VOC2007/JPEGImages/000004.jpg,174,326,251,363,car
../../Dataset/VOC2007/JPEGImages/000004.jpg,138,319,188,358,car
../../Dataset/VOC2007/JPEGImages/000004.jpg,107,324,149,352,car
../../Dataset/VOC2007/JPEGImages/000004.jpg,83,322,120,349,car
../../Dataset/VOC2007/JPEGImages/000018.jpg,30,29,357,278,dog
../../Dataset/VOC2007/JPEGImages/000029.jpg,55,62,283,289,dog
../../Dataset/VOC2007/JPEGImages/000031.jpg,40,76,429,254,train
../../Dataset/VOC2007/JPEGImages/000037.jpg,60,95,463,338,dog
../../Dataset/VOC2007/JPEGImages/000071.jpg,60,74,442,273,car
../../Dataset/VOC2007/JPEGImages/000074.jpg,57,60,474,282,car
../../Dataset/VOC2007/JPEGImages/000075.jpg,101,82,221,347,dog
../../Dataset/VOC2007/JPEGImages/000079.jpg,0,52,389,356,dog
../../Dataset/VOC2007/JPEGImages/000082.jpg,21,92,492,297,car
../../Dataset/VOC2007/JPEGImages/000082.jpg,0,0,206,87,car
../../Dataset/VOC2007/JPEGImages/000086.jpg,307,130,355,172,dog
../../Dataset/VOC2007/JPEGImages/000086.jpg,223,142,273,181,dog
../../Dataset/VOC2007/JPEGImages/000086.jpg,269,124,297,152,dog
../../Dataset/VOC2007/JPEGImages/000087.jpg,119,165,317,203,train
../../Dataset/VOC2007/JPEGImages/000088.jpg,122,6,499,364,train
../../Dataset/VOC2007/JPEGImages/000100.jpg,2,46,431,221,train
../../Dataset/VOC2007/JPEGImages/000103.jpg,0,240,46,275,car
../../Dataset/VOC2007/JPEGImages/000103.jpg,25,233,84,264,car
../../Dataset/VOC2007/JPEGImages/000103.jpg,97,221,142,251,car
../../Dataset/VOC2007/JPEGImages/000103.jpg,182,216,202,229,car
../../Dataset/VOC2007/JPEGImages/000103.jpg,200,210,212,222,car
../../Dataset/VOC2007/JPEGImages/000103.jpg,159,217,178,228,car
../../Dataset/VOC2007/JPEGImages/000103.jpg,54,222,92,237,car
../../Dataset/VOC2007/JPEGImages/000103.jpg,28,226,60,235,car
../../Dataset/VOC2007/JPEGImages/000103.jpg,0,229,29,241,car
../../Dataset/VOC2007/JPEGImages/000108.jpg,312,130,499,234,dog
../../Dataset/VOC2007/JPEGImages/000108.jpg,0,102,304,261,dog
../../Dataset/VOC2007/JPEGImages/000108.jpg,0,58,499,374,sofa
../../Dataset/VOC2007/JPEGImages/000135.jpg,207,193,331,258,car
../../Dataset/VOC2007/JPEGImages/000145.jpg,51,87,379,290,train
../../Dataset/VOC2007/JPEGImages/000145.jpg,411,131,488,287,train
../../Dataset/VOC2007/JPEGImages/000152.jpg,59,98,122,151,car
../../Dataset/VOC2007/JPEGImages/000152.jpg,412,92,499,155,car
../../Dataset/VOC2007/JPEGImages/000152.jpg,308,92,420,140,car
../../Dataset/VOC2007/JPEGImages/000152.jpg,115,81,404,284,car
../../Dataset/VOC2007/JPEGImages/000160.jpg,1,241,335,372,sofa
../../Dataset/VOC2007/JPEGImages/000167.jpg,26,17,477,373,dog
../../Dataset/VOC2007/JPEGImages/000172.jpg,28,53,455,320,car
../../Dataset/VOC2007/JPEGImages/000183.jpg,76,1,499,337,dog
../../Dataset/VOC2007/JPEGImages/000197.jpg,34,55,465,258,car
../../Dataset/VOC2007/JPEGImages/000253.jpg,107,54,349,227,train
../../Dataset/VOC2007/JPEGImages/000254.jpg,196,238,474,332,car
../../Dataset/VOC2007/JPEGImages/000254.jpg,0,209,196,332,car
